protein_id,length,drafter,K,wall_s,speedup,draft_acceptance_rate,mean_tps,n_steps,step_first_token_rate
P06280,429,flexprofile,8,8.74777378500039,2.2449076276610125,0.1723419041000695,2.3626373626373627,182,0.532967032967033
P0A855,430,enc_dec,0,19.6194928219993,1.0,,1.0,430,
P0A855,430,flexprofile,1,12.523737460998746,1.5665844867075873,0.6513409961685823,1.6513409961685823,261,0.6513409961685823
P0A855,430,flexprofile,2,11.250525710998772,1.7438734265385336,0.4236559139784946,1.8454935622317596,233,0.5321888412017167
P0A855,430,flexprofile,4,8.60613266799919,2.2797107108227475,0.37500000000000006,2.491329479768786,173,0.630057803468208
P0A855,430,flexprofile,8,7.574504501000774,2.5902014870289,0.2301324503311258,2.816993464052288,153,0.6078431372549019
P0A6P9,432,enc_dec,0,19.88480232800066,1.0,,1.0,432,
P0A6P9,432,flexprofile,1,13.201977184000498,1.5061988102887416,0.5919117647058824,1.5919117647058822,272,0.5919117647058824
P0A6P9,432,flexprofile,2,10.68082189100096,1.8617296057295403,0.48519362186788156,1.9681818181818183,220,0.5909090909090909
P0A6P9,432,flexprofile,4,8.986652456998854,2.2127040545018817,0.33153638814016173,2.3155080213903743,187,0.5775401069518716
P0A6P9,432,flexprofile,8,8.447323854999922,2.3539765574668907,0.19319022945965952,2.5174418604651163,172,0.5697674418604651
P56252,433,enc_dec,0,19.80109712399826,1.0,,1.0,433,
P56252,433,flexprofile,1,12.860837031999836,1.539642954399464,0.6133828996282528,1.6133828996282529,269,0.6133828996282528
P56252,433,flexprofile,2,10.21683071500047,1.9380860539194469,0.5296912114014252,2.056872037914692,211,0.6492890995260664
P56252,433,flexprofile,4,8.530684482999277,2.3211615859735155,0.3768115942028985,2.4942528735632186,174,0.6264367816091954
P56252,433,flexprofile,8,7.57430919899889,2.614244626640725,0.22294022617124393,2.7468354430379747,158,0.6265822784810127
P34690,448,enc_dec,0,20.481896535000487,1.0,,1.0,448,
P34690,448,flexprofile,1,13.011186964000444,1.5741758681717601,0.6446886446886447,1.6446886446886446,273,0.6446886446886447
P34690,448,flexprofile,2,10.066425417999199,2.034674244779878,0.569047619047619,2.138095238095238,210,0.6523809523809524
P34690,448,flexprofile,4,8.155491491001158,2.511423935344718,0.4088235294117647,2.635294117647059,170,0.6294117647058823
P34690,448,flexprofile,8,7.157812717001434,2.8614742163274713,0.2581196581196581,3.054421768707483,147,0.6122448979591837
P00439,452,enc_dec,0,21.066192312999192,1.0,,1.0,452,
P00439,452,flexprofile,1,13.576770393001425,1.5516350135713002,0.6120996441281139,1.612099644128114,281,0.6120996441281139
P00439,452,flexprofile,2,10.982376377000037,1.9181816020362676,0.48156182212581344,1.9610389610389611,231,0.5887445887445888
P00439,452,flexprofile,4,8.99258871100028,2.342617125058744,0.3442838370565046,2.3717277486910993,191,0.5759162303664922
P00439,452,flexprofile,8,8.277118551999592,2.5451118261330214,0.19799857040743388,2.5738636363636362,176,0.5625
P02994,458,enc_dec,0,20.88118147000023,1.0,,1.0,458,
P02994,458,flexprofile,1,13.155664904999867,1.5872387766629907,0.624113475177305,1.624113475177305,282,0.624113475177305
P02994,458,flexprofile,2,11.092632787000184,1.8824369174531372,0.4765957446808511,1.9531914893617022,235,0.5914893617021276
P02994,458,flexprofile,4,9.29423846499958,2.246680193179353,0.33976833976833976,2.353846153846154,195,0.5743589743589743
P02994,458,flexprofile,8,8.520822766000492,2.450606243486208,0.19661733615221988,2.55,180,0.5666666666666667
P08684,503,enc_dec,0,22.766776309001216,1.0,,1.0,503,
P08684,503,flexprofile,1,14.327493912000136,1.5890271144999526,0.6688741721854304,1.6688741721854305,302,0.6688741721854304
P08684,503,flexprofile,2,11.417103502999453,1.9940938875626402,0.5511482254697286,2.1,240,0.65
P08684,503,flexprofile,4,9.04805961800048,2.5162053821692676,0.4164456233421751,2.6526315789473682,190,0.6736842105263158
P08684,503,flexprofile,8,8.069606676999683,2.8212993792983734,0.2473997028231798,2.9473684210526314,171,0.6666666666666666
P0AFL6,513,enc_dec,0,23.17206330099907,1.0,,1.0,513,
P0AFL6,513,flexprofile,1,14.870495586999823,1.5582576360976628,0.6421725239616614,1.6421725239616614,313,0.6421725239616614
P0AFL6,513,flexprofile,2,11.983544925000388,1.9336568140748487,0.5168316831683168,2.0316205533596836,253,0.6245059288537549
P0AFL6,513,flexprofile,4,9.817307358000107,2.360327781946869,0.3791411042944785,2.5073170731707317,205,0.6195121951219512
P0AFL6,513,flexprofile,8,8.852100535999853,2.617690931859911,0.2229775662814412,2.763440860215054,186,0.6075268817204301
P0ABB0,513,enc_dec,0,23.150042786000995,1.0,,1.0,513,
P0ABB0,513,flexprofile,1,14.85481883400098,1.5584197319871176,0.6389776357827476,1.6389776357827477,313,0.6389776357827476
P0ABB0,513,flexprofile,2,11.762770045999787,1.9680774762636566,0.5219123505976095,2.043824701195219,251,0.6135458167330677
P0ABB0,513,flexprofile,4,9.690540116998818,2.388932144802948,0.38854296388542964,2.5522388059701493,201,0.6119402985074627
P0ABB0,513,flexprofile,8,8.389419876999455,2.7594330866034564,0.24105865522174535,2.914772727272727,176,0.5795454545454546
P11413,515,enc_dec,0,23.23091873500016,1.0,,1.0,515,
P11413,515,flexprofile,1,15.011583027999222,1.547532907866575,0.6246056782334385,1.6246056782334384,317,0.6246056782334385
P11413,515,flexprofile,2,11.981176395000148,1.9389513991876983,0.5269461077844311,2.051792828685259,251,0.6334661354581673
P11413,515,flexprofile,4,10.050577641000928,2.311401350727401,0.3657074340527578,2.4523809523809526,210,0.6238095238095238
P11413,515,flexprofile,8,9.191888147999634,2.527328266070746,0.2202020202020202,2.7393617021276597,188,0.6276595744680851
P0A6F5,548,enc_dec,0,24.829660522998893,1.0,,1.0,548,
P0A6F5,548,flexprofile,1,15.00089955600015,1.655211437841231,0.7373417721518988,1.7373417721518987,316,0.7373417721518988
P0A6F5,548,flexprofile,2,12.497210155001085,1.986816274595707,0.562015503875969,2.124031007751938,258,0.6821705426356589
P0A6F5,548,flexprofile,4,9.771733055998993,2.5409679512024375,0.407185628742515,2.626794258373206,209,0.6842105263157895
P0A6F5,548,flexprofile,8,8.751879606999864,2.83706605186157,0.2515463917525773,3.0,183,0.6885245901639344
P0AG67,557,enc_dec,0,24.917430759000126,1.0,,1.0,557,
P0AG67,557,flexprofile,1,16.122122462000334,1.5455428289749218,0.631578947368421,1.631578947368421,342,0.631578947368421
P0AG67,557,flexprofile,2,13.265375690998553,1.8783810831613517,0.49731663685152055,1.9928571428571429,280,0.6071428571428571
P0AG67,557,flexprofile,4,10.863254361000145,2.2937353698036818,0.3615384615384615,2.4366812227074237,229,0.6026200873362445
P0AG67,557,flexprofile,8,9.859112006999567,2.5273504085671985,0.21494182486221677,2.6956521739130435,207,0.5990338164251208
P35354,604,enc_dec,0,27.401873941000304,1.0,,1.0,604,
P35354,604,flexprofile,1,19.69354222200127,1.3914141819742019,0.46246973365617433,1.4624697336561743,413,0.46246973365617433
P35354,604,flexprofile,2,17.33659476200046,1.5805799418615711,0.3536067892503536,1.7062146892655368,354,0.4435028248587571
P35354,604,flexprofile,4,15.199132572999588,1.8028577492427564,0.2289348171701113,1.9113924050632911,316,0.4240506329113924
P35354,604,flexprofile,8,14.75048638500084,1.8576929075955173,0.12630698452530323,2.0,302,0.4105960264900662
P02768,609,enc_dec,0,27.937189937001676,1.0,,1.0,609,
P02768,609,flexprofile,1,18.535881371999494,1.5071951193647528,0.5859375,1.5859375,384,0.5859375
P02768,609,flexprofile,2,15.553527605999989,1.7961963770986922,0.4522691705790297,1.903125,320,0.54375
P02768,609,flexprofile,4,12.931852020001315,2.160339438913471,0.3220338983050848,2.2808988764044944,267,0.5393258426966292
P02768,609,flexprofile,8,12.15622808900116,2.2981791500176754,0.1881136950904393,2.4857142857142858,245,0.5265306122448979
P10591,642,enc_dec,0,29.698034875000303,1.0,,1.0,642,
P10591,642,flexprofile,1,18.348854366000523,1.6185225672742394,0.6850393700787402,1.68503937007874,381,0.6850393700787402
P10591,642,flexprofile,2,14.408778386999984,2.0611070610812314,0.5798319327731092,2.1577181208053693,298,0.6946308724832215
P10591,642,flexprofile,4,11.40785677399981,2.603296610690845,0.4254201680672269,2.7016806722689077,238,0.6512605042016807
P10591,642,flexprofile,8,10.020952582999598,2.963593992589346,0.2639225181598063,3.106280193236715,207,0.6521739130434783
P23246,707,enc_dec,0,32.45038524099982,1.0,,1.0,707,
P23246,707,flexprofile,1,22.405166455000654,1.4483438588226671,0.5237068965517241,1.5237068965517242,464,0.5237068965517241
P23246,707,flexprofile,2,18.42816968399893,1.7609120057743064,0.4069319640564827,1.8128205128205128,390,0.4846153846153846
P23246,707,flexprofile,4,16.06517977799922,2.0199204546369067,0.28205128205128205,2.123123123123123,333,0.4774774774774775
P23246,707,flexprofile,8,14.836694507001084,2.1871708166321855,0.16427104722792607,2.3029315960912053,307,0.44299674267100975
P07901,733,enc_dec,0,33.30766027699974,1.0,,1.0,733,
P07901,733,flexprofile,1,21.608193444999415,1.5414366018973154,0.6325167037861915,1.6325167037861916,449,0.6325167037861915
P07901,733,flexprofile,2,17.386265371000263,1.9157455362757696,0.5145228215767635,2.027624309392265,362,0.6187845303867403
P07901,733,flexprofile,4,14.272373878999133,2.3337155093736572,0.3741496598639456,2.496598639455782,294,0.6020408163265306
P07901,733,flexprofile,8,12.869602139999188,2.5880877990375732,0.22195929957406532,2.769811320754717,265,0.5886792452830188
Q61410,762,enc_dec,0,34.41424739099966,1.0,,1.0,762,
Q61410,762,flexprofile,1,22.50544683499902,1.5291519267896003,0.5941422594142259,1.594142259414226,478,0.5941422594142259
Q61410,762,flexprofile,2,18.642350554000586,1.8460251185231833,0.4675984752223634,1.9340101522842639,394,0.5710659898477157
Q61410,762,flexprofile,4,16.403612255999178,2.097967621638556,0.30651060716898315,2.2215743440233235,343,0.5568513119533528
Q61410,762,flexprofile,8,14.814045721999719,2.323082298841059,0.18624641833810887,2.482084690553746,307,0.5439739413680782
P15056,766,enc_dec,0,34.809351142001105,1.0,,1.0,766,
P15056,766,flexprofile,1,23.032393378998677,1.5113214926999665,0.5761316872427984,1.5761316872427984,486,0.5761316872427984
P15056,766,flexprofile,2,18.550748485999065,1.8764391726982341,0.4801536491677336,1.959079283887468,391,0.5524296675191815
P15056,766,flexprofile,4,15.613869545999478,2.2293865745099564,0.337173579109063,2.3425076452599387,327,0.5198776758409785
P15056,766,flexprofile,8,13.819104057000004,2.5189296642113774,0.2051060147122458,2.6232876712328768,292,0.5068493150684932
P05067,770,enc_dec,0,33.40671443099927,1.0,,1.0,770,
P05067,770,flexprofile,1,23.79507681299947,1.4039338764709883,0.5247524752475248,1.5247524752475248,505,0.5247524752475248
P05067,770,flexprofile,2,19.354184699001053,1.7260719038567163,0.4418604651162791,1.882640586797066,409,0.5183374083129584
P05067,770,flexprofile,4,16.632596314000693,2.008508701848235,0.29971387696709584,2.1937321937321936,351,0.46438746438746437
P05067,770,flexprofile,8,15.227371156999652,2.1938596023282075,0.17936507936507937,2.4213836477987423,318,0.44339622641509435
P04150,777,enc_dec,0,35.284314515000005,1.0,,1.0,777,
P04150,777,flexprofile,1,30.288764667000578,1.1649307887898792,0.2140625,1.2140625,640,0.2140625
P04150,777,flexprofile,2,28.534160619999966,1.236563955214746,0.14439834024896267,1.2885572139303483,603,0.18407960199004975
P04150,777,flexprofile,4,27.274868645001334,1.2936566248676165,0.08688097306689835,1.3466204506065858,577,0.15944540727902945
P04150,777,flexprofile,8,27.184768917999463,1.2979442503790315,0.04873119245452504,1.3875,560,0.14107142857142857
P56201,797,enc_dec,0,36.76929872400069,1.0,,1.0,797,
P56201,797,flexprofile,1,24.857603754000593,1.479197234290253,0.5415860735009671,1.5415860735009672,517,0.5415860735009671
P56201,797,flexprofile,2,20.885012626999014,1.7605590851531174,0.4250871080139373,1.8491879350348028,431,0.5220417633410673
P56201,797,flexprofile,4,18.031862337998973,2.0391292942890247,0.2867746288798921,2.14247311827957,372,0.49731182795698925
P56201,797,flexprofile,8,16.50242530399919,2.2281148404949933,0.16951038575667657,2.3441176470588236,340,0.4823529411764706
P21802,821,enc_dec,0,37.819891192000796,1.0,,1.0,821,
P21802,821,flexprofile,1,24.408052044000215,1.5494842080729407,0.6277227722772277,1.6277227722772276,505,0.6277227722772277
P21802,821,flexprofile,2,19.694400821999807,1.920337233603662,0.5006090133982948,2.0,411,0.6034063260340633
P21802,821,flexprofile,4,16.52072816799773,2.2892387555447846,0.35065885797950225,2.3965014577259476,343,0.597667638483965
P21802,821,flexprofile,8,15.33521228400059,2.466212432641623,0.2032064128256513,2.6095238095238096,315,0.5746031746031746
P0A9Q7,891,enc_dec,0,41.151807961003215,1.0,,1.0,891,
P0A9Q7,891,flexprofile,1,26.165236652999738,1.5727665110296385,0.6549165120593692,1.6549165120593692,539,0.6549165120593692
P0A9Q7,891,flexprofile,2,21.067694682002184,1.9533132875785688,0.5402567094515752,2.0792540792540795,429,0.6433566433566433
P0A9Q7,891,flexprofile,4,17.41372280900032,2.363182669919026,0.3749124036440084,2.4985994397759104,357,0.6274509803921569
P0A9Q7,891,flexprofile,8,15.568314103002194,2.6433053501321315,0.22598425196850397,2.8050314465408803,318,0.6132075471698113
P19367,917,enc_dec,0,42.38815021299888,1.0,,1.0,917,
P19367,917,flexprofile,1,27.358429223000712,1.549363447275782,0.6230088495575221,1.6230088495575221,565,0.6230088495575221
P19367,917,flexprofile,2,22.396352515002945,1.8926363203384908,0.49295774647887325,1.9848484848484849,462,0.6255411255411255
P19367,917,flexprofile,4,18.835677271999884,2.250418161284322,0.3386889460154242,2.3512820512820514,390,0.6205128205128205
P19367,917,flexprofile,8,17.291177256000083,2.451432287427976,0.19489153254023794,2.547222222222222,360,0.6138888888888889
P10275,920,enc_dec,0,42.47443742000178,1.0,,1.0,920,
P10275,920,flexprofile,1,37.41154921999987,1.135329552118503,0.1810012836970475,1.1810012836970476,779,0.1810012836970475
P10275,920,flexprofile,2,35.0219987720011,1.212793070336084,0.12508497620666212,1.25,736,0.16576086956521738
P10275,920,flexprofile,4,33.85819777500001,1.2544801617103132,0.07228070175438596,1.288515406162465,714,0.15406162464985995
P10275,920,flexprofile,8,33.55443941499834,1.2658365974970314,0.03783975839403091,1.3012729844413014,707,0.1485148514851485
P62944,937,enc_dec,0,42.58071378200111,1.0,,1.0,937,
P62944,937,flexprofile,1,29.740319128999545,1.4317503990897327,0.517799352750809,1.5177993527508091,618,0.517799352750809
P62944,937,flexprofile,2,25.148338555998635,1.693181984455364,0.4057971014492754,1.8108108108108107,518,0.4691119691119691
P62944,937,flexprofile,4,21.37806957400244,1.9917941437417204,0.282707622298066,2.126984126984127,441,0.41950113378684806
P62944,937,flexprofile,8,19.471451842000533,2.1868278815323454,0.16886792452830188,2.3391521197007483,401,0.3865336658354115
P01542,46,enc_dec,0,2.004315277999922,1.0,,1.0,46,
P01542,46,flexprofile,1,1.3796561880001263,1.4527643158004944,0.5161290322580645,1.5161290322580645,31,0.5161290322580645
P01542,46,flexprofile,2,1.2700127030000203,1.578185220718922,0.31578947368421056,1.6206896551724137,29,0.4482758620689655
P01542,46,flexprofile,4,1.1398966839999503,1.7583306506048308,0.2142857142857143,1.8076923076923077,26,0.5
P01542,46,flexprofile,8,1.1445416510000541,1.751194704228223,0.11351351351351352,1.8076923076923077,26,0.5
P0A7N4,57,enc_dec,0,2.6366424100001495,1.0,,1.0,57,
P0A7N4,57,flexprofile,1,1.4936374680000881,1.765249243198547,0.7058823529411765,1.7058823529411764,34,0.7058823529411765
P0A7N4,57,flexprofile,2,1.214433783000004,2.1710878327897607,0.5849056603773585,2.1481481481481484,27,0.7037037037037037
P0A7N4,57,flexprofile,4,1.1023035020000407,2.3919387040104425,0.3777777777777778,2.4166666666666665,24,0.6666666666666666
P0A7N4,57,flexprofile,8,0.9449298320000707,2.7903049736712644,0.25874125874125875,2.761904761904762,21,0.6666666666666666
P02798,61,enc_dec,0,2.7172859379998044,1.0,,1.0,61,
P02798,61,flexprofile,1,1.975491221999846,1.375498867187584,0.4090909090909091,1.4090909090909092,44,0.4090909090909091
P02798,61,flexprofile,2,1.773759530999996,1.5319359194466877,0.2987012987012987,1.5897435897435896,39,0.46153846153846156
P02798,61,flexprofile,4,1.7427929709999717,1.5591558970086348,0.16326530612244897,1.631578947368421,38,0.4473684210526316
P02798,61,flexprofile,8,1.7363681819999783,1.5649249774146337,0.08450704225352113,1.631578947368421,38,0.4473684210526316
P61583,75,enc_dec,0,3.2935206779998225,1.0,,1.0,75,
P61583,75,flexprofile,1,2.83742137299987,1.1607442973891962,0.20634920634920634,1.2063492063492063,63,0.20634920634920634
P61583,75,flexprofile,2,2.847757236999996,1.1565314048571855,0.104,1.2063492063492063,63,0.19047619047619047
P61583,75,flexprofile,4,2.8606199430000743,1.151331090332029,0.05785123966942148,1.2258064516129032,62,0.1935483870967742
P61583,75,flexprofile,8,2.8719154540001455,1.146802797907036,0.029914529914529912,1.2258064516129032,62,0.1935483870967742
P24311,80,enc_dec,0,3.521348493000005,1.0,,1.0,80,
P24311,80,flexprofile,1,2.2562371690000873,1.5607173489481099,0.62,1.62,50,0.62
P24311,80,flexprofile,2,1.9120737399998688,1.8416384364968301,0.46987951807228917,1.9285714285714286,42,0.6190476190476191
P24311,80,flexprofile,4,1.6085914400000547,2.1890881708284393,0.3237410071942446,2.25,36,0.6111111111111112
P24311,80,flexprofile,8,1.3838979339998332,2.5445145964069553,0.21645021645021645,2.6129032258064515,31,0.5806451612903226
P0A7U3,92,enc_dec,0,4.008278152999992,1.0,,1.0,92,
P0A7U3,92,flexprofile,1,2.5599918509999497,1.5657386375797766,0.559322033898305,1.5593220338983051,59,0.559322033898305
P0A7U3,92,flexprofile,2,2.094005903999914,1.9141675509813445,0.46875,1.9375,48,0.5833333333333334
P0A7U3,92,flexprofile,4,1.855545396000025,2.160161730152539,0.3090909090909091,2.2142857142857144,42,0.5714285714285714
P0A7U3,92,flexprofile,8,1.6995255389999784,2.358468914423323,0.19434628975265017,2.4473684210526314,38,0.5526315789473685
P63165,101,enc_dec,0,4.418684624999969,1.0,,1.0,101,
P63165,101,flexprofile,1,2.6137377479999486,1.690561583074346,0.8214285714285714,1.8214285714285714,56,0.8214285714285714
P63165,101,flexprofile,2,1.8654389429998446,2.3687104000810693,0.7439024390243902,2.4878048780487805,41,0.8292682926829268
P63165,101,flexprofile,4,1.364425110999946,3.238495531470869,0.5916666666666667,3.3666666666666667,30,0.8
P63165,101,flexprofile,8,1.1392166050000014,3.8787045462701655,0.39285714285714285,4.08,25,0.76
P10599,105,enc_dec,0,4.5446673599999485,1.0,,1.0,105,
P10599,105,flexprofile,1,2.6937848090001353,1.687093692419631,0.7213114754098361,1.721311475409836,61,0.7213114754098361
P10599,105,flexprofile,2,2.1728797010000562,2.091541173636207,0.5876288659793815,2.163265306122449,49,0.6938775510204082
P10599,105,flexprofile,4,1.7497677409999142,2.5972974889815226,0.42948717948717946,2.717948717948718,39,0.6666666666666666
P10599,105,flexprofile,8,1.4938795319999372,3.0421913297893286,0.2829457364341085,3.212121212121212,33,0.6666666666666666
P01308,110,enc_dec,0,4.7414955860001555,1.0,,1.0,110,
P01308,110,flexprofile,1,3.350390940999887,1.415206663788647,0.48,1.48,75,0.48
P01308,110,flexprofile,2,3.098676222999984,1.5301681249581074,0.2949640287769784,1.5857142857142856,70,0.4142857142857143
P01308,110,flexprofile,4,2.8897240860001148,1.6408125637223785,0.17898832684824903,1.7076923076923076,65,0.36923076923076925
P01308,110,flexprofile,8,2.77314282500015,1.7097913397229727,0.10061601642710473,1.7903225806451613,62,0.3870967741935484
P61769,119,enc_dec,0,5.083161713999971,1.0,,1.0,119,
P61769,119,flexprofile,1,3.1306179019998126,1.6236927894499324,0.7,1.7,70,0.7
P61769,119,flexprofile,2,2.4557380660000945,2.06991200909282,0.5909090909090909,2.1818181818181817,55,0.6727272727272727
P61769,119,flexprofile,4,1.899161065999806,2.6765300768863223,0.4727272727272728,2.857142857142857,42,0.7142857142857143
P61769,119,flexprofile,8,1.6104369780000525,3.156386610243251,0.3076923076923077,3.3333333333333335,36,0.6666666666666666
P37840,140,enc_dec,0,5.963450236999961,1.0,,1.0,140,
P37840,140,flexprofile,1,4.452465819999816,1.3393590154500519,0.42424242424242425,1.4242424242424243,99,0.42424242424242425
P37840,140,flexprofile,2,3.888564954000003,1.5335863763483264,0.3045977011494253,1.6091954022988506,87,0.4482758620689655
P37840,140,flexprofile,4,3.895954540000048,1.5306775722798571,0.16034985422740525,1.6395348837209303,86,0.4418604651162791
P37840,140,flexprofile,8,3.8066825600001266,1.5665740820268876,0.0834575260804769,1.6588235294117648,85,0.4470588235294118
