id,length,t_enc_dec,t_flexprofile,encdec_vs_flex_identity,encdec_vs_afdb_3di,flex_vs_afdb_3di,mean_kl_encdec_to_flex
P00439,452,20.261467735999986,0.212339429000167,0.6261061946902655,0.8407079646017699,0.5951327433628318,1.6166724096159493
P02994,458,20.534607735999998,0.21159915499993076,0.6200873362445415,0.9148471615720524,0.6157205240174672,1.557762108775726
P08684,503,22.74793549900005,0.24016137100011292,0.6719681908548708,0.731610337972167,0.610337972166998,1.6559422516799116
P0AFL6,513,23.09178992299985,0.2800158449999799,0.6491228070175439,0.7504873294346979,0.5847953216374269,1.6208773810438246
P0ABB0,513,23.15038649799999,0.27632689899996876,0.6666666666666666,0.8869395711500975,0.6627680311890838,1.5621499842719029
P11413,515,23.01944470500007,0.27690690899999026,0.6388349514563106,0.8174757281553398,0.5786407766990291,1.5909020838517587
P0A6F5,548,24.523588588999928,0.27565391000007367,0.6824817518248175,0.8795620437956204,0.656934306569343,1.502366186656656
P0AG67,557,24.877057054000034,0.2947560580000754,0.6355475763016158,0.7468581687612208,0.5727109515260324,1.5868937581028502
P35354,604,26.993476486999953,0.2865994489998229,0.5066225165562914,0.7649006622516556,0.49337748344370863,1.9200047744030984
P02768,609,27.344035878000113,0.3124895829998877,0.6091954022988506,0.7093596059113301,0.548440065681445,1.8771638745940573
P10591,642,28.869806373000074,0.34891746499988585,0.6947040498442367,0.8629283489096573,0.6635514018691588,1.559090632887273
P23246,707,31.3867713300001,0.4045203970001694,0.57991513437058,0.9038189533239038,0.5855728429985856,2.186613469957631
P07901,733,32.95001186700006,0.41862310600004093,0.6493860845839018,0.8908594815825375,0.616643929058663,1.5587579642929452
Q61410,762,34.34123006699997,0.4001503990000401,0.6023622047244095,0.7519685039370079,0.5800524934383202,1.75249325489904
P15056,766,34.16255810300004,0.39663611300011326,0.6305483028720626,0.7676240208877284,0.5600522193211488,1.9423406698957435
P05067,770,33.613177576,0.44778169699998216,0.6,0.7857142857142857,0.5831168831168831,2.032583563326198
P04150,777,34.63723461399991,0.4773102710000785,0.28185328185328185,0.555984555984556,0.46074646074646075,2.851783014939405
P56201,797,35.68705057400007,0.49211551500002315,0.5771643663739021,0.6800501882057717,0.5319949811794228,1.7733628735264093
P21802,821,36.816211432000046,0.5046849560001192,0.6370280146163215,0.8087697929354446,0.5809987819732034,1.8075609411522473
P0A9Q7,891,40.0503584139999,0.546848854000018,0.6576879910213244,0.8215488215488216,0.6206509539842873,1.5973233296112581
P19367,917,41.5236498889999,0.6147081369999796,0.613958560523446,0.8495092693565977,0.5714285714285714,1.6075215658646242
P10275,920,41.47747189000006,0.5644096519999948,0.23695652173913043,0.5521739130434783,0.4391304347826087,2.881864971311196
P62944,937,42.436244734999946,0.628479365000203,0.5901814300960512,0.6435432230522946,0.655282817502668,2.0320918067033418
P06756,1048,38.28357170500021,0.6422673050001322,0.2900763358778626,0.39122137404580154,0.5162213740458015,2.262592414129356
P42336,1068,33.143994834000296,0.661716456999784,0.3848314606741573,0.4541198501872659,0.49063670411985016,1.7706386048982783
P00968,1073,31.731997976000457,0.7582554059999893,0.36905871388630007,0.5172413793103449,0.581547064305685,1.7395412451634251
P07949,1114,50.55272297300053,0.7276264309994076,0.20556552962298025,0.27827648114901254,0.45870736086175945,2.982452633190412
P00533,1210,55.05468674399981,0.8572745100000247,0.43471074380165287,0.5694214876033058,0.5165289256198347,2.282466054196693
P04626,1255,30.861549059000026,0.9321319559994663,0.24223107569721117,0.3386454183266932,0.5569721115537849,2.041776949051945
P0DTC2,1273,58.51997457399921,0.9525584060002075,0.10054988216810684,0.19402985074626866,0.1657501963864886,3.0467777451659783
P12821,1306,58.94252131699977,0.9842154460002348,0.3652373660030628,0.42572741194486985,0.5505359877488515,2.356571685756695
O60885,1362,61.200484475999474,0.9741061650001939,0.4647577092511013,0.7254038179148311,0.552863436123348,2.496512705205821
P02452,1464,66.25037895800051,1.1496463339999536,0.24521857923497267,0.7930327868852459,0.32308743169398907,2.836517925511618
P13569,1480,31.359989726000094,1.1228132679998453,0.2682432432432432,0.2993243243243243,0.5533783783783783,1.767603022375009
P02458,1487,67.2861464460002,1.259089903000131,0.25016812373907193,0.7767316745124412,0.31540013449899124,2.8404106534240867
P22579,1536,69.31410836499981,1.2467388229997596,0.3111979166666667,0.4615885416666667,0.4557291666666667,2.756292159940737
Q02880,1626,73.16391560099964,1.294328341000437,0.37084870848708484,0.503690036900369,0.6076260762607626,2.367272471209477
P38398,1863,84.62564387099974,1.816608825000003,0.21202361782071927,0.8089103596349974,0.2533548040794418,2.799053939132363
P35498,2009,91.40291430999969,2.0786592899994503,0.27675460428073667,0.3877551020408163,0.5022399203583873,2.6677469743194124
Q13936,2221,101.27768859000025,2.579470100000435,0.3223773075191355,0.429986492570914,0.5416479063484917,2.677299553641646
Q04721,2471,113.21429994299979,2.960594072999811,0.3063537029542695,0.36908134358559286,0.5540267098340753,2.852030723261862
P42345,2549,115.97928807800054,3.1620680080004604,0.2043938799529227,0.1753628874068262,0.523342487249902,2.914108021018925
P13368,2554,114.52887884199936,2.7500329310005327,0.15270164447924825,0.2513703993735317,0.41660140955364133,3.0862225804743395
