id,length,t_enc_dec,t_flexprofile,encdec_vs_flex_identity,encdec_vs_afdb_3di,flex_vs_afdb_3di,mean_kl_encdec_to_flex
P0A7Y4,155,6.545658731000003,0.0642536679999921,0.04516129032258064,0.8,0.03870967741935484,2.9894069610103484
Q9R0Q7,160,6.630991072999905,0.059208248999993884,0.0125,0.825,0.0125,3.028013840317726
P18253,162,6.89492270400001,0.05811020600003758,0.06790123456790123,0.9012345679012346,0.07407407407407407,2.9918968957147483
A0A6G0XC32,163,6.779576822000081,0.0592917410000382,0.03067484662576687,0.6503067484662577,0.03680981595092025,3.008053291063367
P62937,165,6.7038659499999085,0.06144238799993218,0.04242424242424243,0.8787878787878788,0.05454545454545454,2.9988822243430397
P04808,185,7.556031414000017,0.06433944599996266,0.016216216216216217,0.6810810810810811,0.043243243243243246,3.060211367220492
P43408,192,7.901972486000091,0.07504297099990254,0.036458333333333336,0.796875,0.026041666666666668,3.0354599493245282
P0ACJ8,210,8.740899495999997,0.07813617700003306,0.05714285714285714,0.8047619047619048,0.047619047619047616,3.0146821203685943
P69441,214,8.698908499000026,0.07812103100002332,0.04205607476635514,0.8457943925233645,0.03271028037383177,3.0105421253453906
P01375,233,9.656469414999947,0.087698471000067,0.012875536480686695,0.5793991416309013,0.02145922746781116,3.035533052657295
P0A7L0,234,9.631916716000092,0.08407272699992063,0.017094017094017096,0.8162393162393162,0.02564102564102564,3.0086491546060286
P42212,238,9.934091743999943,0.08407602500005851,0.037815126050420166,0.21428571428571427,0.029411764705882353,3.0282727570092978
P63101,245,10.244858696000051,0.08983078699998259,0.05714285714285714,0.9224489795918367,0.044897959183673466,3.0122687524678757
P00766,245,10.178294403999985,0.08929637599999296,0.02040816326530612,0.7795918367346939,0.02857142857142857,3.0040366951300173
P15378,248,10.260842627999978,0.08683859600000687,0.05241935483870968,0.8225806451612904,0.05241935483870968,2.9961745777437763
P00918,260,10.855669487,0.10359960599998885,0.08076923076923077,0.7346153846153847,0.06923076923076923,2.9873548984527587
P62593,286,11.813546365999969,0.10955678699997407,0.05944055944055944,0.8776223776223776,0.06293706293706294,2.9925959076914754
P24941,298,12.383151760000032,0.11304094800004805,0.053691275167785234,0.7416107382550335,0.06711409395973154,2.9932679161929445
P02686,304,12.710807598999963,0.1140633520000165,0.009868421052631578,0.6644736842105263,0.019736842105263157,3.048051918807783
P61869,305,12.780367007999985,0.12220459200000278,0.04590163934426229,0.6,0.06229508196721312,3.0081443161260886
P63244,317,13.279972446999977,0.12489593899999818,0.03470031545741325,0.8138801261829653,0.03785488958990536,3.0197292697918527
P05089,322,13.302776068999947,0.14822103400001652,0.06832298136645963,0.7670807453416149,0.062111801242236024,3.0068584332554975
P04406,335,13.962323223999988,0.1556141949999983,0.056716417910447764,0.9134328358208955,0.05373134328358209,2.993481175579242
P07688,335,13.874198892000095,0.15188650800007508,0.03582089552238806,0.7761194029850746,0.029850746268656716,2.9962933668449745
P00784,345,14.367101855999977,0.1559949190000225,0.04927536231884058,0.7072463768115942,0.04927536231884058,2.9891223962756173
P0A988,366,15.348272662999989,0.1495812499999829,0.04644808743169399,0.7650273224043715,0.04918032786885246,3.0012479316992837
P02572,376,15.775681145000021,0.16364570500002174,0.05585106382978723,0.9175531914893617,0.05053191489361702,2.9797275275626083
P14598,390,16.26553955199995,0.17876288500008286,0.020512820512820513,0.7128205128205128,0.020512820512820513,3.033752884620275
P04637,393,16.319948813999986,0.19334564100006446,0.035623409669211195,0.8244274809160306,0.035623409669211195,3.0333602119038123
P0AEX9,396,16.603408099000035,0.1849638370000548,0.050505050505050504,0.6994949494949495,0.06565656565656566,3.0094776448577343
P0A953,406,16.967739798000025,0.18829314200002045,0.05665024630541872,0.7463054187192119,0.04187192118226601,3.01013697603066
P0DTC9,419,17.421943262000013,0.19948117000012644,0.007159904534606206,0.45823389021479716,0.031026252983293555,3.0550099340998758
P0ABH7,427,17.436210931999995,0.21054112100000566,0.06557377049180328,0.8548009367681498,0.06791569086651054,2.9841736904072818
P06280,429,17.84735099600016,0.2072334330000558,0.05128205128205128,0.7715617715617715,0.039627039627039624,3.0062131231481377
P0A855,430,18.085713478000116,0.1961011559999406,0.027906976744186046,0.713953488372093,0.030232558139534883,3.0202696983204333
P0A6P9,432,18.248998967000034,0.2004088359999514,0.03935185185185185,0.8310185185185185,0.041666666666666664,2.991565023859342
P56252,433,17.944210142999964,0.20714309499999217,0.046189376443418015,0.8429561200923787,0.050808314087759814,2.993250098569839
P34690,448,18.37771698100005,0.1994240470000932,0.05803571428571429,0.828125,0.060267857142857144,2.9810737584318434
P00439,452,18.573341604999996,0.20165255400002025,0.05309734513274336,0.8407079646017699,0.03982300884955752,2.9855133458576373
P02994,458,19.044824359999893,0.2012945490000675,0.03711790393013101,0.9148471615720524,0.04148471615720524,3.0055366364108425
P08684,503,20.937926897000125,0.23366727000006904,0.03578528827037773,0.731610337972167,0.041749502982107355,3.0111623227477784
P0AFL6,513,21.28712691999999,0.2683905890000915,0.05263157894736842,0.7504873294346979,0.05847953216374269,3.001411518855402
P0ABB0,513,21.009002947,0.26622030099997573,0.06432748538011696,0.8869395711500975,0.06432748538011696,2.985663272251627
P11413,515,21.087941277000027,0.2663526260000708,0.05436893203883495,0.8174757281553398,0.06019417475728155,2.9934751385623968
P0A6F5,548,22.50414213399995,0.2653220740000961,0.041970802919708027,0.8795620437956204,0.04744525547445255,2.9872210125853544
P0AG67,557,23.114296670000158,0.2827732030000334,0.04129263913824058,0.7468581687612208,0.03770197486535009,3.0056112874132084
P35354,604,24.844294756999943,0.27343542199992044,0.052980132450331126,0.7649006622516556,0.05132450331125828,2.9911147884975207
P02768,609,25.343365531000018,0.2951293219998661,0.04597701149425287,0.7093596059113301,0.041050903119868636,2.9952219127629975
P10591,642,26.63598657700004,0.3383440310001333,0.05763239875389408,0.8629283489096573,0.06230529595015576,2.9975715481974996
P23246,707,29.307010780999917,0.38903634000007514,0.015558698727015558,0.9038189533239038,0.011315417256011316,3.0738102233055793
P07901,733,30.645558050999853,0.4034557659999791,0.03956343792633015,0.8908594815825375,0.04365620736698499,2.9996227473223844
Q61410,762,31.659542241000054,0.38867227900004764,0.03280839895013123,0.7519685039370079,0.03674540682414698,3.0152517967023873
P15056,766,31.567557406000105,0.3836422340000354,0.022193211488250653,0.7676240208877284,0.018276762402088774,3.030081005071535
P05067,770,31.00769106300004,0.4291020320001735,0.014285714285714285,0.7857142857142857,0.015584415584415584,3.0406646025037576
P04150,777,32.34256123399996,0.4706466239999827,0.018018018018018018,0.555984555984556,0.02574002574002574,3.0809050545269
P56201,797,32.94667262300004,0.4863729129999683,0.03889585947302384,0.6800501882057717,0.05144291091593475,3.007278349348712
P21802,821,33.675275505999934,0.47737643300001764,0.018270401948842874,0.8087697929354446,0.028014616321559074,3.0253611139490313
P0A9Q7,891,37.00212112100007,0.5236832430000504,0.06846240179573512,0.8215488215488216,0.06846240179573512,2.989744843858661
P19367,917,38.77236905299992,0.6014445169998908,0.05343511450381679,0.8495092693565977,0.05670665212649945,2.9973720643616555
P10275,920,39.36823462799998,0.5515681900001255,0.014130434782608696,0.5521739130434783,0.01847826086956522,3.0746990035409514
P62944,937,39.523960104000025,0.598549796000043,0.04589114194236926,0.6435432230522946,0.051227321237993596,3.006942560731283
P06756,1048,31.71716259499999,0.6643529519999447,0.04198473282442748,0.39122137404580154,0.04389312977099236,3.011914274647792
P42336,1068,31.069617379999954,0.6779551429999628,0.026217228464419477,0.4541198501872659,0.04400749063670412,3.006381033235772
P00968,1073,30.652410560000135,0.7453114019999703,0.024231127679403542,0.5172413793103449,0.04193849021435228,3.003517110289763
P07949,1114,47.614241628999935,0.6870039959999303,0.018850987432675045,0.27827648114901254,0.04308797127468582,3.0601411261721188
P00533,1210,50.96386627599986,0.8091079440000613,0.02066115702479339,0.5694214876033058,0.03305785123966942,3.0238546523180876
P04626,1255,28.74191095099991,0.8903352459999496,0.008764940239043825,0.3386454183266932,0.022310756972111555,2.9991314201837493
P0DTC2,1273,53.703917446000105,0.9080679359999522,0.016496465043205028,0.19402985074626866,0.0384917517674784,3.0444719534826765
P12821,1306,54.556743665999875,0.9253738849997717,0.03828483920367534,0.42572741194486985,0.07274119448698316,3.0205015296410274
O60885,1362,56.57788371300012,0.9406795509999029,0.013215859030837005,0.7254038179148311,0.020558002936857563,3.0677688953284825
P02452,1464,60.88728897200008,1.0937276399999973,0.0034153005464480873,0.7930327868852459,0.011612021857923498,3.0460886219160153
P13569,1480,28.9955768169998,1.075902084000063,0.0222972972972973,0.2993243243243243,0.03175675675675676,3.005200229661531
P02458,1487,60.751969191999706,1.1911711010002364,0.004707464694014795,0.7767316745124412,0.010087424344317418,3.046846846405419
P22579,1536,63.75466155500044,1.1833584500000143,0.016927083333333332,0.4615885416666667,0.027994791666666668,3.0566759475817284
Q02880,1626,67.4812155579998,1.2415470910000295,0.032595325953259535,0.503690036900369,0.03136531365313653,3.0014784369814733
P38398,1863,77.61381756499986,1.7341213509998852,0.010735373054213635,0.8089103596349974,0.01825013419216318,3.0539657457887133
P35498,2009,83.87088429599999,1.9710394929998074,0.019412643106022896,0.3877551020408163,0.042309606769537086,3.0333679073660336
Q13936,2221,93.53288080799985,2.427084167999965,0.01936064835659613,0.429986492570914,0.03466906798739307,3.0422366172115525
Q04721,2471,106.39988619799988,2.8436815810000553,0.008903278025091057,0.36908134358559286,0.03318494536624848,3.083391692849703
P42345,2549,108.05398762499999,2.9814649930003725,0.02550019615535504,0.1753628874068262,0.05453118870145155,3.038158987493504
P13368,2554,106.29680147099998,2.6210656729999755,0.01840250587314017,0.2513703993735317,0.03876272513703994,3.0550264553250797
