protein_id,length,drafter,K,wall_s,speedup,acceptance_rate,mean_tokens_per_step,n_steps,peak_vram_gb,k_history,conf_threshold
B3H5J1,88,cnn,12,3.62139692799974,1.0930865159779282,0.03404255319148936,1.3692307692307693,65,5.765883392,,
B3H5J1,88,cnn,-1,3.5144265010003437,1.1263573586966928,0.2676056338028169,1.2714285714285714,70,5.761611264,"[3, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0]",0.4
B3H5J1,88,hmm,1,4.01442118399973,0.9860699636544848,0.1,1.0987654320987654,81,5.760824832,,
B3H5J1,88,hmm,4,4.237877266999931,0.9340761663451148,0.025157232704402517,1.0987654320987654,81,5.762189312,,
B3H5J1,88,hmm,8,4.274222826999903,0.9261333138728515,0.016611295681063124,1.1265822784810127,79,5.764218368,,
B3H5J1,88,hmm,12,4.548065877001136,0.8703700117929094,0.0087527352297593,1.0987654320987654,81,5.766157824,,
B3H5J1,88,hmm,-1,4.094853325999793,0.9667013286816339,0.034934497816593885,1.0987654320987654,81,5.76310528,"[4, 1, 2, 1, 1, 1, 1, 1, 9, 8, 7, 6, 5, 4, 3, 2, 1, 1, 7, 6, 5, 4, 3, 2, 1, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 3, 2, 1, 1, 1, 2, 1, 1, 1, 1, 1, 2, 1, 2, 1, 1, 1, 1, 2, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 14, 12, 11, 10, 9, 8, 7, 6, 5, 4, 2, 0]",0.3
B3H5J1,88,pa_hmm,1,4.11285302000033,0.9624706090275238,0.07317073170731707,1.072289156626506,83,5.760824832,,
B3H5J1,88,pa_hmm,4,4.316685981000774,0.9170229589141148,0.02903225806451613,1.1125,80,5.762278912,,
B3H5J1,88,pa_hmm,8,5.305875436999486,0.7460597592240067,0.014900662251655629,1.1125,80,5.764218368,,
B3H5J1,88,pa_hmm,12,5.883717049000552,0.6727890070228352,0.007641921397379912,1.0853658536585367,82,5.766157824,,
B3H5J1,88,pa_hmm,-1,4.296109663000607,0.9214150618854555,0.06896551724137931,1.072289156626506,83,5.760824832,"[1, 2, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0]",0.3
P0A7U3,92,enc_dec,0,4.096302985000875,1.0,,1.0,92,5.728709632,,
P0A7U3,92,cnn,1,3.329850689000523,1.2301761753258698,0.373134328358209,1.3676470588235294,68,5.765561856,,
P0A7U3,92,cnn,4,3.2622933860002377,1.255651316518525,0.13617021276595745,1.5245901639344261,61,5.766927872,,
P0A7U3,92,cnn,8,3.572429457999533,1.1466434909801404,0.0700218818380744,1.5245901639344261,61,5.768959488,,
P0A7U3,92,cnn,12,3.431377398001132,1.1937780400917368,0.0481203007518797,1.5245901639344261,61,5.770900992,,
P0A7U3,92,cnn,-1,3.6086789860000863,1.1351253466691087,0.3698630136986301,1.4090909090909092,66,5.765561856,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 2, 1, 2, 1, 2, 1, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0]",0.4
P0A7U3,92,hmm,1,2.86818429899904,1.42818681018177,0.6727272727272727,1.6607142857142858,56,5.765561856,,
P0A7U3,92,hmm,4,2.0958887259985204,1.9544467863146313,0.46825396825396826,2.735294117647059,34,5.767017984,,
P0A7U3,92,hmm,8,1.5649267319986393,2.617568542502498,0.3248730964467005,3.206896551724138,29,5.768869888,,
P0A7U3,92,hmm,12,1.7656420990006154,2.320007541346831,0.24253731343283583,3.3214285714285716,28,5.770628608,,
P0A7U3,92,hmm,-1,2.180267592999371,1.8788074446245537,0.7205882352941176,2.1136363636363638,44,5.765561856,"[1, 1, 2, 2, 1, 1, 1, 3, 1, 1, 1, 1, 1, 1, 2, 4, 2, 1, 1, 1, 3, 1, 1, 1, 3, 1, 1, 1, 2, 1, 1, 10, 3, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0]",0.3
P0A7U3,92,pa_hmm,1,3.2305090549998567,1.2680054181123652,0.5862068965517241,1.576271186440678,59,5.765561856,,
P0A7U3,92,pa_hmm,4,2.0565916989999096,1.9917920445720205,0.3873239436619718,2.4473684210526314,38,5.767017984,,
P0A7U3,92,pa_hmm,8,2.19394540400026,1.8670943121611012,0.2631578947368421,2.8181818181818183,33,5.768959488,,
P0A7U3,92,pa_hmm,12,2.0950315139998565,1.9552464760685961,0.18575851393188855,2.8181818181818183,33,5.770628608,,
P0A7U3,92,pa_hmm,-1,2.8556020639989583,1.4344796274815865,0.6164383561643836,1.9375,48,5.766348288,"[3, 2, 1, 1, 1, 1, 1, 1, 1, 1, 3, 1, 1, 1, 1, 1, 1, 2, 4, 2, 1, 1, 1, 3, 1, 1, 1, 3, 1, 1, 1, 2, 1, 1, 10, 3, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0]",0.3
P01308,110,enc_dec,0,4.755760256999565,1.0,,1.0,110,5.743053824,,
P01308,110,cnn,1,4.317568783999377,1.1014903282199224,0.25,1.247191011235955,89,5.786882048,,
P01308,110,cnn,4,4.167072521999216,1.141271295829984,0.08695652173913043,1.3373493975903614,83,5.788345344,,
P01308,110,cnn,8,4.415163503999793,1.0771425005418753,0.044585987261146494,1.3373493975903614,83,5.79020288,,
P01308,110,cnn,12,4.911912472998665,0.9682094872704906,0.03036876355748373,1.3373493975903614,83,5.792247296,,
P01308,110,cnn,-1,4.804189016000237,0.9899194726020603,0.24444444444444444,1.247191011235955,89,5.786882048,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0]",0.4
P01308,110,hmm,1,5.683921444999214,0.8367040788686028,0.057692307692307696,1.0571428571428572,105,5.786882048,,
P01308,110,hmm,4,5.922625593999328,0.8029817488071499,0.017241379310344827,1.0673076923076923,104,5.788345344,,
P01308,110,hmm,8,5.685232293000809,0.8365111594216593,0.008793969849246231,1.0673076923076923,104,5.790296576,,
P01308,110,hmm,12,6.463525659999505,0.735784230954833,0.005982905982905983,1.0673076923076923,104,5.792247296,,
P01308,110,hmm,-1,5.4099669299994275,0.8790738129336529,0.047244094488188976,1.0571428571428572,105,5.787072,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 4, 3, 2, 1, 2, 1, 1, 1, 1, 1, 3, 2, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 4, 2, 1, 1, 3, 2, 1, 1, 1, 2, 1, 1, 1, 1, 2, 1, 1, 3, 2, 1, 0]",0.3
P01308,110,pa_hmm,1,5.122074484999757,0.9284832289977506,0.1,1.099009900990099,101,5.786882048,,
P01308,110,pa_hmm,4,5.440083592000519,0.8742072022556361,0.04289544235924933,1.168421052631579,95,5.788159488,,
P01308,110,pa_hmm,8,6.697670348999964,0.7100618587042961,0.02168021680216802,1.168421052631579,95,5.79011072,,
P01308,110,pa_hmm,12,6.364729685999919,0.7472053789590627,0.014652014652014652,1.168421052631579,95,5.792247296,,
P01308,110,pa_hmm,-1,5.437854955000148,0.8745654851692225,0.09523809523809523,1.099009900990099,101,5.786882048,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 2, 2, 1, 1, 2, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0]",0.3
P61769,119,enc_dec,0,5.769025989999136,1.0,,1.0,119,5.75023616,,
P61769,119,cnn,1,4.721260375999918,1.2219249798899963,0.33707865168539325,1.3333333333333333,90,5.797542912,,
P61769,119,cnn,4,4.149872502001017,1.3901694539331952,0.12903225806451613,1.5,80,5.79900928,,
P61769,119,cnn,8,4.308792194000489,1.3388963148494046,0.06622516556291391,1.5,80,5.80096512,,
P61769,119,cnn,12,4.538863857000251,1.2710286476430916,0.046857142857142854,1.518987341772152,79,5.802637824,,
P61769,119,cnn,-1,4.840866782000376,1.1917340942844992,0.3113207547169811,1.3793103448275863,87,5.797542912,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 2, 1, 2, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 2, 2, 1, 5, 1, 1, 1, 1, 2, 1, 3, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 2, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 2, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 0]",0.4
P61769,119,hmm,1,4.527540629000214,1.2742074478684626,0.38372093023255816,1.3793103448275863,87,5.797542912,,
P61769,119,hmm,4,4.406328368000686,1.309259208163997,0.14965986394557823,1.5789473684210527,76,5.79891456,,
P61769,119,hmm,8,4.318054027000471,1.336024504076569,0.07922535211267606,1.6,75,5.800869888,,
P61769,119,hmm,12,4.666165530001308,1.2363526224920527,0.05363528009535161,1.6,75,5.802543104,,
P61769,119,hmm,-1,4.57862057300008,1.2599921522256776,0.3564356435643564,1.4285714285714286,84,5.797542912,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 2, 2, 5, 1, 2, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 3, 1, 1, 1, 1, 2, 1, 2, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 0]",0.3
P61769,119,pa_hmm,1,4.750404346999858,1.2144284083190926,0.4,1.3953488372093024,86,5.797149696,,
P61769,119,pa_hmm,4,4.601563834999979,1.2537098683971994,0.15699658703071673,1.6216216216216217,74,5.79891456,,
P61769,119,pa_hmm,8,4.79315395499907,1.2035970561684692,0.08289241622574955,1.643835616438356,73,5.800869888,,
P61769,119,pa_hmm,12,4.853354842000044,1.1886676696447251,0.05608591885441527,1.643835616438356,73,5.802543104,,
P61769,119,pa_hmm,-1,4.248597793999579,1.3578658818085587,0.3711340206185567,1.4285714285714286,84,5.797149696,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 2, 2, 5, 1, 2, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 2, 1, 2, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 0]",0.3
P00698,147,enc_dec,0,7.0040235510005004,1.0,,1.0,147,5.790862336,,
P00698,147,cnn,1,6.17076808999991,1.1350326975260874,0.27586206896551724,1.2758620689655173,116,5.857156608,,
P00698,147,cnn,4,5.446304424000118,1.2860139657518983,0.10679611650485436,1.4230769230769231,104,5.858632704,,
P00698,147,cnn,8,6.25199534300009,1.1202861113520186,0.05432098765432099,1.4230769230769231,104,5.860603392,,
P00698,147,cnn,12,6.235551572000986,1.1232404174877046,0.036758563074352546,1.4230769230769231,104,5.862572544,,
P00698,147,cnn,-1,5.781197569000142,1.2115177638206622,0.2698412698412698,1.2982456140350878,114,5.857156608,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 2, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 3, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 3, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",0.4
P00698,147,hmm,1,4.520660752999902,1.5493362439003289,0.6704545454545454,1.6629213483146068,89,5.857156608,,
P00698,147,hmm,4,2.9690161679991434,2.3590385348829535,0.4117647058823529,2.5964912280701755,57,5.858632704,,
P00698,147,hmm,8,3.0339914220003266,2.308517914787877,0.23809523809523808,2.792452830188679,53,5.860601856,,
P00698,147,hmm,12,2.9465126400009467,2.3770553215744052,0.1672473867595819,2.8461538461538463,52,5.862572544,,
P00698,147,hmm,-1,4.563410990000193,1.5348219930986764,0.5945945945945946,1.8048780487804879,82,5.857156608,"[1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 2, 2, 1, 1, 1, 1, 1, 1, 1, 2, 1, 2, 1, 2, 1, 2, 2, 1, 2, 1, 2, 9, 5, 1, 2, 1, 1, 1, 1, 1, 2, 1, 2, 1, 3, 1, 2, 1, 1, 1, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0]",0.3
P00698,147,pa_hmm,1,5.113444791000802,1.369727030851481,0.651685393258427,1.6444444444444444,90,5.857156608,,
P00698,147,pa_hmm,4,3.234262853000473,2.1655702920072697,0.4,2.5517241379310347,58,5.858632704,,
P00698,147,pa_hmm,8,3.2722002129994507,2.1404630203175397,0.23809523809523808,2.792452830188679,53,5.860601856,,
P00698,147,pa_hmm,12,3.607824830000027,1.9413424656208844,0.1672473867595819,2.8461538461538463,52,5.862572544,,
P00698,147,pa_hmm,-1,4.218077453999285,1.660477700417705,0.5855855855855856,1.783132530120482,83,5.857156608,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 2, 1, 1, 1, 1, 1, 1, 1, 2, 1, 2, 1, 2, 1, 2, 2, 1, 2, 1, 2, 9, 5, 1, 2, 1, 1, 1, 1, 1, 2, 1, 2, 1, 3, 1, 2, 1, 1, 1, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0]",0.3
P68871,147,enc_dec,0,6.845147586998792,1.0,,1.0,147,5.790879232,,
P68871,147,cnn,1,5.914830402998632,1.157285521412164,0.3008849557522124,1.2982456140350878,114,5.857156608,,
P68871,147,cnn,4,5.648901020998892,1.2117662464881298,0.10144927536231885,1.3962264150943395,106,5.858632704,,
P68871,147,cnn,8,6.279959196999698,1.0899987360219023,0.051597051597051594,1.3962264150943395,106,5.860603392,,
P68871,147,cnn,12,6.475699585000257,1.057051442419332,0.035,1.3962264150943395,106,5.862573568,,
P68871,147,cnn,-1,5.639996636999058,1.2136793738658989,0.2846153846153846,1.3333333333333333,111,5.857252864,"[1, 1, 2, 1, 1, 3, 1, 1, 1, 2, 1, 1, 2, 1, 1, 1, 2, 1, 1, 2, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 2, 1, 1, 1, 2, 1, 1, 2, 1, 1, 1, 1, 1, 1, 3, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 3, 2, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 0]",0.4
P68871,147,hmm,1,4.294641408998359,1.5938810566713388,0.6704545454545454,1.6629213483146068,89,5.857156608,,
P68871,147,hmm,4,3.127017340999373,2.1890340988039196,0.4080717488789238,2.5964912280701755,57,5.858632192,,
P68871,147,hmm,8,3.2051440750001348,2.1356754725599982,0.23821339950372208,2.8461538461538463,52,5.860601856,,
P68871,147,hmm,12,2.8032101660010085,2.4418959627147445,0.1695501730103806,2.96,50,5.862573568,,
P68871,147,hmm,-1,3.695327282999642,1.8523792516267508,0.6697247706422018,1.9733333333333334,75,5.857252352,"[1, 1, 1, 2, 1, 1, 1, 1, 2, 1, 1, 1, 2, 1, 1, 1, 2, 1, 2, 3, 1, 1, 2, 2, 1, 2, 1, 2, 2, 1, 1, 1, 1, 1, 2, 3, 2, 1, 1, 1, 3, 3, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 4, 2, 3, 1, 2, 1, 3, 1, 1, 1, 4, 1, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 0]",0.3
P68871,147,pa_hmm,1,4.494655774000421,1.5229525754997564,0.6704545454545454,1.6629213483146068,89,5.857156608,,
P68871,147,pa_hmm,4,3.2334600729991507,2.1169729739850074,0.4080717488789238,2.5964912280701755,57,5.858632192,,
P68871,147,pa_hmm,8,3.355560124000476,2.0399418678387597,0.23821339950372208,2.8461538461538463,52,5.860601856,,
P68871,147,pa_hmm,12,3.828647786000147,1.7878760255850104,0.1695501730103806,2.96,50,5.862573568,,
P68871,147,pa_hmm,-1,3.8709204389997467,1.7683514024296483,0.6759259259259259,1.9733333333333334,75,5.857252352,"[1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 2, 1, 1, 1, 2, 1, 2, 3, 1, 1, 2, 2, 1, 2, 1, 2, 2, 1, 1, 1, 1, 1, 2, 3, 2, 1, 1, 1, 3, 3, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 4, 2, 3, 1, 2, 1, 3, 1, 1, 1, 4, 1, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 0]",0.3
P16949,149,enc_dec,0,6.571937974998946,1.0,,1.0,149,5.790883328,,
P16949,149,cnn,1,6.919741970999894,0.9497374327744347,0.23140495867768596,1.2295081967213115,122,5.857166336,,
P16949,149,cnn,4,5.988949040998705,1.097344113300891,0.07777777777777778,1.3043478260869565,115,5.858642944,,
P16949,149,cnn,8,6.779554647000623,0.969376060403388,0.03954802259887006,1.3043478260869565,115,5.860614144,,
P16949,149,cnn,12,6.677461721999862,0.9841970270449844,0.026676829268292682,1.3043478260869565,115,5.862585856,,
P16949,149,cnn,-1,6.288755129999117,1.0450300320406765,0.23387096774193547,1.2396694214876034,121,5.857262592,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 0]",0.4
P16949,149,hmm,1,5.134110934999626,1.2800537538442232,0.6195652173913043,1.6129032258064515,93,5.857166336,,
P16949,149,hmm,4,3.2274048760009464,2.0362917661394206,0.3803418803418803,2.459016393442623,61,5.858642944,,
P16949,149,hmm,8,3.0670151369995438,2.1427797651589886,0.2578947368421053,2.8846153846153846,52,5.860614656,,
P16949,149,hmm,12,3.0683885799990094,2.1418206343999193,0.18504672897196262,2.9411764705882355,51,5.862580224,,
