protein_id,K,alpha,predicted_tok_per_step,measured_tok_per_step,measured_speedup,measured_acceptance
P0A7U3,8,0.335214227437973,1.504163592089491,1.4090909090909092,1.2191935610598985,0.05113636363636364
P63165,1,0.2037697285413742,1.2037697285413742,1.2142857142857142,1.0769970983162453,0.21428571428571427
P63165,3,0.2037697285413742,1.253752778319189,1.2289156626506024,1.0834730263653631,0.07630522088353414
P63165,5,0.2037697285413742,1.2558281796238213,1.2289156626506024,1.0816182268833832,0.04578313253012048
P63165,8,0.2037697285413742,1.2559173271180506,1.2289156626506024,1.081624612650906,0.0286144578313253
P10599,1,0.5175138711929321,1.5175138711929321,1.4929577464788732,1.3185018161564213,0.49295774647887325
P10599,3,0.5175138711929321,1.9239353571202327,1.5820895522388059,1.4028193012847843,0.19402985074626866
P10599,5,0.5175138711929321,2.0327834061291727,1.5820895522388059,1.397436094949137,0.11641791044776119
P10599,8,0.5175138711929321,2.0670800450782014,1.5820895522388059,1.3960173359617276,0.07276119402985075
P01308,1,0.3704147934913635,1.3704147934913635,1.247191011235955,1.1138133064889957,0.24719101123595505
P01308,3,0.3704147934913635,1.5584454594664237,1.247191011235955,1.1005837258257758,0.08239700374531835
P01308,5,0.3704147934913635,1.5842446054731232,1.247191011235955,1.1114251071173553,0.04943820224719101
P01308,8,0.3704147934913635,1.5881388424790008,1.247191011235955,1.1148978990613434,0.03089887640449438
P61769,1,0.34380245208740234,1.3438024520874023,1.3333333333333333,1.190335948029216,0.3333333333333333
P61769,3,0.34380245208740234,1.5026400713256316,1.3636363636363635,1.2162979700878735,0.12121212121212122
P61769,5,0.34380245208740234,1.5214146979428687,1.3793103448275863,1.218471953614955,0.07586206896551724
P61769,8,0.34380245208740234,1.52382905755563,1.3793103448275863,1.2172454070609708,0.04741379310344827
P37840,1,0.2043313831090927,1.2043313831090927,1.2935779816513762,1.1272754754517382,0.29357798165137616
P37840,3,0.2043313831090927,1.2546138009937984,1.3055555555555556,1.1293748294508417,0.10185185185185185
P37840,5,0.2043313831090927,1.2567131580177806,1.3055555555555556,1.1386157225584665,0.06111111111111111
P37840,8,0.2043313831090927,1.2568038475817729,1.3055555555555556,1.1662241849623778,0.03819444444444445
Q57733,1,0.4829116761684418,1.4829116761684418,1.3097345132743363,1.1522083024023282,0.30973451327433627
Q57733,3,0.4829116761684418,1.8287321465163382,1.3577981651376148,1.1982023400432884,0.11926605504587157
Q57733,5,0.4829116761684418,1.9093787552345614,1.3577981651376148,1.2004752963056864,0.07155963302752294
Q57733,8,0.4829116761684418,1.9311434567941255,1.3577981651376148,1.2004393760260788,0.04472477064220184
P68871,1,0.23177441954612732,1.2317744195461273,1.2982456140350878,1.1503296501685503,0.2982456140350877
P68871,3,0.23177441954612732,1.2979445795805775,1.3333333333333333,1.1736002501816463,0.1111111111111111
P68871,5,0.23177441954612732,1.301499199655086,1.3333333333333333,1.1760513797243277,0.06666666666666667
P68871,8,0.23177441954612732,1.3016984793269297,1.3333333333333333,1.1707610870607565,0.041666666666666664
P00698,1,0.33961018919944763,1.3396101891994476,1.2758620689655173,1.1145049099602455,0.27586206896551724
P00698,3,0.33961018919944763,1.4941142383541774,1.2982456140350878,1.1291942591643183,0.09941520467836257
P00698,5,0.33961018919944763,1.5119339753177137,1.2982456140350878,1.129098975284519,0.05964912280701754
P00698,8,0.33961018919944763,1.514166164131356,1.2982456140350878,1.1287451675544011,0.03728070175438596
P61626,1,0.34403544664382935,1.3440354466438293,1.2627118644067796,1.1125620469429898,0.2627118644067797
P61626,3,0.34403544664382935,1.503116004330097,1.2844827586206897,1.1462245643622613,0.09482758620689655
P61626,5,0.34403544664382935,1.5219448409481837,1.2844827586206897,1.1277029885840464,0.056896551724137934
P61626,8,0.34403544664382935,1.5243696865346565,1.2844827586206897,1.1346158618931126,0.03556034482758621
P0DP27,1,0.28250962495803833,1.2825096249580383,1.3888888888888888,1.197042328818941,0.3888888888888889
P0DP27,3,0.28250962495803833,1.3848688832509053,1.4563106796116505,1.2668089222047154,0.15210355987055016
P0DP27,5,0.28250962495803833,1.3930383484575377,1.4563106796116505,1.2617844517410108,0.0912621359223301
P0DP27,8,0.28250962495803833,1.3937309429643214,1.4563106796116505,1.2702905481913307,0.05703883495145631
P16949,1,0.25530996918678284,1.2553099691867828,1.2295081967213115,1.0856744694934108,0.22950819672131148
P16949,3,0.25530996918678284,1.3371350653237186,1.2396694214876034,1.0917375574749548,0.07988980716253444
P16949,5,0.25530996918678284,1.3424686853236907,1.2396694214876034,1.080770651183419,0.047933884297520664
P16949,8,0.25530996918678284,1.3428344003390051,1.2396694214876034,1.097447191295776,0.029958677685950414
P68082,1,0.386726438999176,1.386726438999176,1.3025210084033614,1.1396348115747033,0.3025210084033613
P68082,3,0.386726438999176,1.5941215546112462,1.3362068965517242,1.1096664903702849,0.11206896551724138
P68082,5,0.386726438999176,1.6251390161451786,1.3362068965517242,1.081286661977229,0.06724137931034482
P68082,8,0.386726438999176,1.6302782056154788,1.3362068965517242,1.0808744105905626,0.04202586206896552
P00441,1,0.0,1.0,1.3135593220338984,1.1505900774245794,0.3135593220338983
P00441,3,0.0,1.0,1.3596491228070176,1.1769482288750435,0.11988304093567251
P00441,5,0.0,1.0,1.3596491228070176,1.1943638838468287,0.07192982456140351
P00441,8,0.0,1.0,1.3596491228070176,1.1827943730696462,0.044956140350877194
P0A7Y4,1,0.39990171790122986,1.3999017179012299,1.3448275862068966,1.195431182506644,0.3448275862068966
P0A7Y4,3,0.39990171790122986,1.623775938064471,1.4311926605504588,1.2778390959247226,0.1437308868501529
P0A7Y4,5,0.39990171790122986,1.659578213190499,1.4444444444444444,1.2845136740245335,0.08888888888888889
P0A7Y4,8,0.39990171790122986,1.6659578354824436,1.4444444444444444,1.255701811647354,0.05555555555555555
Q9R0Q7,1,0.21980038285255432,1.2198003828525543,1.288,1.1347405879111758,0.288
Q9R0Q7,3,0.21980038285255432,1.2787316330359442,1.3089430894308942,1.147334123157368,0.10298102981029811
Q9R0Q7,5,0.21980038285255432,1.281578731870309,1.3089430894308942,1.1678755614622458,0.061788617886178863
Q9R0Q7,8,0.21980038285255432,1.2817217293825471,1.3089430894308942,1.1677391563557842,0.03861788617886179
P18253,1,0.0,1.0,1.4298245614035088,1.2815397792976322,0.4298245614035088
P18253,3,0.0,1.0,1.5825242718446602,1.430336734136519,0.1941747572815534
P18253,5,0.0,1.0,1.5825242718446602,1.4019987819638513,0.11650485436893204
P18253,8,0.0,1.0,1.5825242718446602,1.405481026550914,0.07281553398058252
A0A6G0XC32,1,0.5976957082748413,1.5976957082748413,1.4017094017094016,1.2280858663642586,0.4017094017094017
A0A6G0XC32,3,0.5976957082748413,2.1684567782352357,1.5185185185185186,1.3328992993027178,0.1728395061728395
A0A6G0XC32,5,0.5976957082748413,2.372355554012816,1.5471698113207548,1.3271428751323715,0.10943396226415095
A0A6G0XC32,8,0.5976957082748413,2.461483385342458,1.5471698113207548,1.3269958673047366,0.06839622641509434
P62937,1,0.33829164505004883,1.3382916450500488,1.4067796610169492,1.2520402511198778,0.4067796610169492
P62937,3,0.33829164505004883,1.4914473965244477,1.5514018691588785,1.363691237322269,0.1838006230529595
P62937,5,0.33829164505004883,1.508974730193792,1.5514018691588785,1.3757869678216696,0.1102803738317757
P62937,8,0.33829164505004883,1.5111521060273112,1.5514018691588785,1.3659366246771198,0.0689252336448598
P04808,1,0.39584028720855713,1.3958402872085571,1.1772151898734178,1.028620163292117,0.17721518987341772
P04808,3,0.39584028720855713,1.6145538499222403,1.1923076923076923,1.0398584502909873,0.0641025641025641
P04808,5,0.39584028720855713,1.6488239759196601,1.1923076923076923,1.0631485556144031,0.038461538461538464
P04808,8,0.39584028720855713,1.6547965274983252,1.1923076923076923,1.0511940768909462,0.02403846153846154
P43408,1,0.5575039982795715,1.5575039982795715,1.3785714285714286,1.219206989996306,0.37857142857142856
P43408,3,0.5575039982795715,2.041592918849857,1.4296296296296296,1.276056438825545,0.14320987654320988
P43408,5,0.5575039982795715,2.1920529390345633,1.4296296296296296,1.2627185051918386,0.08592592592592592
P43408,8,0.5575039982795715,2.2481497212984487,1.4296296296296296,1.197413705850517,0.053703703703703705
P0ACJ8,1,0.5675180554389954,1.5675180554389954,1.435374149659864,1.2582009206278735,0.43537414965986393
P0ACJ8,3,0.5675180554389954,2.072379165719198,1.5629629629629629,1.3755083336073073,0.18765432098765433
P0ACJ8,5,0.5675180554389954,2.23498318791145,1.5629629629629629,1.3808113821491186,0.11259259259259259
P0ACJ8,8,0.5675180554389954,2.298114786015449,1.5629629629629629,1.376404126970381,0.07037037037037037
P69441,1,0.4354700744152069,1.435470074415207,1.4333333333333333,1.2842823996119033,0.43333333333333335
P69441,3,0.4354700744152069,1.7076842730897102,1.5357142857142858,1.3449147310752005,0.17857142857142858
P69441,5,0.4354700744152069,1.7593053909943723,1.5357142857142858,1.335942513961668,0.10714285714285714
P69441,8,0.4354700744152069,1.770387722121142,1.5357142857142858,1.3398430481517742,0.06696428571428571
P01375,1,0.0,1.0,1.3,1.1375008666830997,0.3
P01375,3,0.0,1.0,1.3146067415730338,1.1624561489520764,0.10486891385767791
P01375,5,0.0,1.0,1.3146067415730338,1.15178111716008,0.06292134831460675
P01375,8,0.0,1.0,1.3146067415730338,1.1766877677518017,0.03932584269662921
P0A7L0,1,0.0,1.0,1.2912087912087913,1.157322116999312,0.29120879120879123
P0A7L0,3,0.0,1.0,1.3055555555555556,1.151179390490602,0.10185185185185185
P0A7L0,5,0.0,1.0,1.312849162011173,1.1633138547367656,0.06256983240223464
P0A7L0,8,0.0,1.0,1.312849162011173,1.1524276320653524,0.03910614525139665
P42212,1,0.5741158127784729,1.574115812778473,1.3895348837209303,1.2221287031129267,0.38953488372093026
P42212,3,0.5741158127784729,2.09295849895181,1.3976608187134503,1.223017989885321,0.13255360623781676
P42212,5,0.5741158127784729,2.2639737005082967,1.3976608187134503,1.2356417159498705,0.07953216374269007
P42212,8,0.5741158127784729,2.3321449438906563,1.3976608187134503,1.2378286280342936,0.049707602339181284
P63101,1,0.19724750518798828,1.1972475051879883,1.2947368421052632,1.138898628092054,0.29473684210526313
P63101,3,0.19724750518798828,1.243828308996519,1.3297297297297297,1.1499455105618708,0.10990990990990991
P63101,5,0.19724750518798828,1.2456406086873069,1.3297297297297297,1.1465441755307662,0.06594594594594595
P63101,8,0.19724750518798828,1.2457134104209293,1.3297297297297297,1.1827054001318533,0.04121621621621622
P00766,1,0.4234221279621124,1.4234221279621124,1.3666666666666667,1.2122273088052644,0.36666666666666664
P00766,3,0.4234221279621124,1.6786222124133632,1.430232558139535,1.2679547334056491,0.1434108527131783
P00766,5,0.4234221279621124,1.7243760909182355,1.430232558139535,1.262386023193714,0.08604651162790698
P00766,8,0.4234221279621124,1.7336123439652276,1.430232558139535,1.251552861693386,0.05377906976744186
P15378,1,0.48401302099227905,1.484013020992279,1.439306358381503,1.2742928209130244,0.4393063583815029
P15378,3,0.48401302099227905,1.8316706804652367,1.5,1.3177354411438638,0.16666666666666666
P15378,5,0.48401302099227905,1.9131159551902515,1.509090909090909,1.3192858008220685,0.10181818181818182
P15378,8,0.48401302099227905,1.935208035714054,1.509090909090909,1.3119508021888617,0.06363636363636363
P00918,1,0.3614591658115387,1.3614591658115387,1.3248730964467006,1.158546084082851,0.3248730964467005
P00918,3,0.3614591658115387,1.5393375206330977,1.3453608247422681,1.172809265911622,0.11512027491408934
P00918,5,0.3614591658115387,1.5625778130403725,1.3453608247422681,1.1791322765049057,0.06907216494845361
P00918,8,0.3614591658115387,1.5659056101808784,1.3453608247422681,1.1809181967823899,0.043170103092783504
P62593,1,0.25719600915908813,1.2571960091590881,1.2424242424242424,1.1113567893936742,0.24242424242424243
P62593,3,0.25719600915908813,1.3403592575423304,1.2755555555555556,1.1361789719100819,0.09185185185185185
P62593,5,0.25719600915908813,1.3458604887197019,1.2755555555555556,1.1383508997086764,0.05511111111111111
P62593,8,0.25719600915908813,1.346243541567103,1.2755555555555556,1.1227668355269937,0.034444444444444444
P24941,1,0.3295084834098816,1.3295084834098816,1.3842592592592593,1.2253672602440975,0.38425925925925924
P24941,3,0.3295084834098816,1.473860984632898,1.5101010101010102,1.3064683603377802,0.17003367003367004
P24941,5,0.3295084834098816,1.489534178801541,1.5255102040816326,1.3323585287801603,0.10510204081632653
P24941,8,0.3295084834098816,1.491374882792117,1.5333333333333334,1.329190303428338,0.06666666666666667
P02686,1,0.2753307819366455,1.2753307819366455,1.0971223021582734,0.9666946447724734,0.09712230215827339
P02686,3,0.2753307819366455,1.3720098328753287,1.0971223021582734,0.9662338179801246,0.03237410071942446
P02686,5,0.2753307819366455,1.3793387855069046,1.0971223021582734,0.9454071408491735,0.019424460431654675
P02686,8,0.2753307819366455,1.3799273963524519,1.0971223021582734,0.950764771650426,0.012140287769784174
P61869,1,0.4345740079879761,1.434574007987976,1.2803347280334727,1.12120657368429,0.2803347280334728
P61869,3,0.4345740079879761,1.705499863131278,1.3246753246753247,1.1530402040769647,0.10822510822510822
P61869,5,0.4345740079879761,1.7566654485778426,1.3246753246753247,1.1522153702234246,0.06493506493506493
P61869,8,0.4345740079879761,1.7676003701160843,1.3246753246753247,1.133948849818586,0.040584415584415584
P63244,1,0.3356780409812927,1.3356780409812927,1.4008810572687225,1.2178887047065532,0.4008810572687225
P63244,3,0.3356780409812927,1.4861819049757004,1.4790697674418605,1.2779417344618698,0.15968992248062017
P63244,5,0.3356780409812927,1.5031406423227676,1.4790697674418605,1.2963227599932308,0.09581395348837209
P63244,8,0.3356780409812927,1.50521275539642,1.4790697674418605,1.307702590850219,0.05988372093023256
P05089,1,0.35587918758392334,1.3558791875839233,1.3130081300813008,1.1431966840622325,0.3130081300813008
P05089,3,0.35587918758392334,1.527601281478605,1.334710743801653,1.1759561481334055,0.1115702479338843
P05089,5,0.35587918758392334,1.5493498840101625,1.334710743801653,1.1580957509436491,0.06694214876033058
P05089,8,0.35587918758392334,1.552361633143778,1.334710743801653,1.1772938946301752,0.04183884297520661
P04406,1,0.24580077826976776,1.2458007782697678,1.282442748091603,1.1146073936873,0.2824427480916031
P04406,3,0.24580077826976776,1.321069597843906,1.3493975903614457,1.1626610002692954,0.11646586345381527
P04406,5,0.24580077826976776,1.3256171910858627,1.3493975903614457,1.1650875075768228,0.06987951807228916
P04406,8,0.24580077826976776,1.3259052726406548,1.3493975903614457,1.1743374185024822,0.043674698795180725
P07688,1,0.34879210591316223,1.3487921059131622,1.3386454183266931,1.1543518436134619,0.3386454183266932
P07688,3,0.34879210591316223,1.512880668179792,1.4,1.2059556973560273,0.13333333333333333
P07688,5,0.34879210591316223,1.5328430153411439,1.4,1.2100253205235914,0.08
P07688,8,0.34879210591316223,1.5354905982285674,1.4,1.2170872424593127,0.05
P00784,1,0.34198087453842163,1.3419808745384216,1.3463035019455254,1.166939150787544,0.3463035019455253
P00784,3,0.34198087453842163,1.4989267704923077,1.4122448979591837,1.2159423869918402,0.13741496598639455
P00784,5,0.34198087453842163,1.5172817371867775,1.4238683127572016,1.2266083491555222,0.08477366255144032
P00784,8,0.34198087453842163,1.519615441882503,1.4238683127572016,1.2322956704741193,0.05298353909465021
P0A988,1,0.43656861782073975,1.4365686178207397,1.400763358778626,1.2354113393517456,0.40076335877862596
P0A988,3,0.43656861782073975,1.7103673309009577,1.4392156862745098,1.2589080135449298,0.14640522875816994
P0A988,5,0.43656861782073975,1.7625512185025856,1.4392156862745098,1.2507065546090563,0.08784313725490196
P0A988,8,0.43656861782073975,1.7738165908145196,1.4392156862745098,1.2495411273627082,0.054901960784313725
P02572,1,0.18490172922611237,1.1849017292261124,1.2442244224422443,1.0932780602085805,0.24422442244224424
P02572,3,0.18490172922611237,1.2254119191039765,1.2736486486486487,1.098088485401133,0.09121621621621621
P02572,5,0.18490172922611237,1.2267969077857066,1.2736486486486487,1.114074248116849,0.05472972972972973
P02572,8,0.18490172922611237,1.2268456249207396,1.2736486486486487,1.1074841792606274,0.03420608108108108
P14598,1,0.2805039584636688,1.2805039584636688,1.2492012779552715,1.0994794181720495,0.24920127795527156
P14598,3,0.2805039584636688,1.3812571736743755,1.2990033222591362,1.1353239261367911,0.09966777408637874
P14598,5,0.2805039584636688,1.389184685579512,1.2990033222591362,1.1412361132815536,0.059800664451827246
P14598,8,0.2805039584636688,1.3898467694319148,1.2990033222591362,1.1336390629104771,0.03737541528239203
P04637,1,0.29194119572639465,1.2919411957263947,1.1796407185628743,1.0363689724804384,0.17964071856287425
P04637,3,0.29194119572639465,1.402052906854752,1.1831831831831832,1.0288726526863594,0.06106106106106106
P04637,5,0.29194119572639465,1.4114376907502744,1.1831831831831832,1.0370273234054044,0.03663663663663664
P04637,8,0.29194119572639465,1.412290319787116,1.1831831831831832,1.0437493054307188,0.0228978978978979
P0AEX9,1,0.4625341296195984,1.4625341296195984,1.4128113879003559,1.2306534750882612,0.4128113879003559
P0AEX9,3,0.4625341296195984,1.7754254945406271,1.4703703703703703,1.2743545238716893,0.15679012345679014
P0AEX9,5,0.4625341296195984,1.8423647913812473,1.448905109489051,1.2733872432059676,0.08978102189781022
P0AEX9,8,0.4625341296195984,1.858780475869065,1.448905109489051,1.2600379296109026,0.05611313868613139
P0A953,1,0.4162276089191437,1.4162276089191437,1.4181184668989546,1.2377517515624128,0.4181184668989547
P0A953,3,0.4162276089191437,1.66158255927848,1.4854014598540146,1.2891743697686304,0.16180048661800486
P0A953,5,0.4162276089191437,1.704089181297928,1.4854014598540146,1.2845513045707448,0.09708029197080292
P0A953,8,0.4162276089191437,1.7123540977644578,1.4854014598540146,1.2944843404577662,0.06067518248175183
P0DTC9,1,0.4336570203304291,1.433657020330429,1.1830985915492958,1.039969500352566,0.18309859154929578
P0DTC9,3,0.4336570203304291,1.7032682818968636,1.1931818181818181,1.047671183948536,0.06439393939393939
P0DTC9,5,0.4336570203304291,1.753970947410747,1.1931818181818181,1.0517435892810507,0.038636363636363635
P0DTC9,8,0.4336570203304291,1.7647567616899664,1.1931818181818181,1.063573273019303,0.024147727272727272
P0ABH7,1,0.2063780575990677,1.2063780575990677,1.2334293948126802,1.0890813416328722,0.2334293948126801
P0ABH7,3,0.2063780575990677,1.2577599943975135,1.2478134110787171,1.085511526256826,0.0826044703595724
P0ABH7,5,0.2063780575990677,1.2599484488480313,1.2478134110787171,1.0912145328574698,0.04956268221574344
P0ABH7,8,0.2063780575990677,1.260044950137549,1.2478134110787171,1.0914789056013123,0.03097667638483965
P06280,1,0.3276863098144531,1.3276863098144531,1.2912912912912913,1.1295263135460263,0.2912912912912913
P06280,3,0.3276863098144531,1.4702510321157418,1.323076923076923,1.1438182614797137,0.1076923076923077
P06280,5,0.3276863098144531,1.485559392151241,1.323076923076923,1.1415024979578103,0.06461538461538462
P06280,8,0.3276863098144531,1.487336121375155,1.323076923076923,1.1552497032143267,0.04038461538461539
P0A855,1,0.46203434467315674,1.4620343446731567,1.3682539682539683,1.1930423730928592,0.3682539682539683
P0A855,3,0.46203434467315674,1.7741432019588679,1.4366666666666668,1.2468900605555997,0.14555555555555555
P0A855,5,0.46203434467315674,1.8407708698731733,1.4366666666666668,1.2396296279571948,0.08733333333333333
P0A855,8,0.46203434467315674,1.8570710574284806,1.4463087248322148,1.2521154030236459,0.05578859060402685
P0A6P9,1,0.2993946671485901,1.29939466714859,1.312121212121212,1.1471657064138563,0.31212121212121213
P0A6P9,3,0.2993946671485901,1.4158687235589886,1.370253164556962,1.194616209466709,0.12341772151898735
P0A6P9,5,0.2993946671485901,1.4263091279716544,1.370253164556962,1.1888723905744647,0.07405063291139241
P0A6P9,8,0.2993946671485901,1.4273095346016462,1.370253164556962,1.1947730322298378,0.04628164556962025
P56252,1,0.23492994904518127,1.2349299490451813,1.3231707317073171,1.1742025178592148,0.3231707317073171
P56252,3,0.23492994904518127,1.3030883027708005,1.3605015673981191,1.1933824578457901,0.12016718913270637
P56252,5,0.23492994904518127,1.3068501041476142,1.3605015673981191,1.2125504460322305,0.07210031347962383
P56252,8,0.23492994904518127,1.3070670049198367,1.3605015673981191,1.1987238752188056,0.04506269592476489
P34690,1,0.16571518778800964,1.1657151877880096,1.226775956284153,1.0529306049976819,0.226775956284153
P34690,3,0.16571518778800964,1.1977275027693428,1.2472222222222222,1.0919100366353882,0.0824074074074074
P34690,5,0.16571518778800964,1.1986066097083274,1.2472222222222222,1.0871555714340233,0.049444444444444444
P34690,8,0.16571518778800964,1.1986313200441663,1.2472222222222222,1.0873101285193836,0.03090277777777778
P00439,1,0.17320750653743744,1.1732075065374374,1.2445054945054945,1.0981768904676985,0.2445054945054945
P00439,3,0.17320750653743744,1.2084047176043677,1.1271820448877805,0.9859224281035109,0.04239401496259352
P00439,5,0.17320750653743744,1.2094606635133283,1.1271820448877805,0.9860941929494893,0.02543640897755611
P00439,8,0.17320750653743744,1.209493152868689,1.1271820448877805,0.9944646208235787,0.015897755610972567
P02994,1,0.2122783064842224,1.2122783064842224,1.2679558011049723,1.1196580062053534,0.26795580110497236
P02994,3,0.2122783064842224,1.26690608779053,1.3039772727272727,1.1361760623879393,0.10132575757575757
P02994,5,0.2122783064842224,1.2693677292094088,1.3039772727272727,1.1560740425662515,0.06079545454545455
P02994,8,0.2122783064842224,1.2694827791903003,1.3039772727272727,1.141508660314937,0.03799715909090909
P08684,1,0.40168261528015137,1.4016826152801514,1.3732970027247957,1.1859121264997596,0.37329700272479566
P08684,3,0.40168261528015137,1.6278425962297538,1.4524495677233429,1.224140354742383,0.15081652257444764
P08684,5,0.40168261528015137,1.664333265676276,1.469387755102041,1.2845461675546512,0.09387755102040816
P08684,8,0.40168261528015137,1.6708987377314557,1.469387755102041,1.236437493749551,0.058673469387755105
P0AFL6,1,0.3623626232147217,1.3623626232147217,1.324742268041237,1.1550216160600895,0.3247422680412371
P0AFL6,3,0.3623626232147217,1.5412499235593264,1.363395225464191,1.1996538568482724,0.121131741821397
P0AFL6,5,0.3623626232147217,1.564739019398634,1.363395225464191,1.1934713589929802,0.0726790450928382
P0AFL6,8,0.3623626232147217,1.5681205616854652,1.363395225464191,1.1608766269029573,0.045424403183023876
P0ABB0,1,0.23158730566501617,1.2315873056650162,1.2445520581113803,1.127480996789021,0.24455205811138014
P0ABB0,3,0.23158730566501617,1.297640633700614,1.2914572864321607,1.1569366967846784,0.09715242881072027
P0ABB0,5,0.23158730566501617,1.301183250715672,1.2914572864321607,1.1662961656094832,0.05829145728643216
P0ABB0,8,0.23158730566501617,1.3013815248082443,1.2914572864321607,1.152673170999076,0.0364321608040201
P11413,1,0.2417902648448944,1.2417902648448944,1.2964824120603016,1.1288314918114106,0.2964824120603015
P11413,3,0.2417902648448944,1.3143884681564562,1.3096446700507614,1.1383672036444423,0.10321489001692047
P11413,5,0.2417902648448944,1.318632742953316,1.3096446700507614,1.1328708370196916,0.06192893401015229
P11413,8,0.2417902648448944,1.3188925558245785,1.3096446700507614,1.1256335043494088,0.038705583756345176
P0A6F5,1,0.21318218111991882,1.2131821811199188,1.2505694760820045,1.0973453223753773,0.2505694760820046
P0A6F5,3,0.21318218111991882,1.2683172378070848,1.2737819025522041,1.1022207890378073,0.09126063418406806
P0A6F5,5,0.21318218111991882,1.2708229410091305,1.2737819025522041,1.084403564885893,0.054756380510440836
P0A6F5,8,0.21318218111991882,1.2709410826723913,1.2737819025522041,1.0873754675602034,0.034222737819025524
P0AG67,1,0.39672642946243286,1.3967264294624329,1.3846153846153846,1.1683956312930692,0.38461538461538464
P0AG67,3,0.39672642946243286,1.6165597998748424,1.4569190600522193,1.2636257760300498,0.15230635335073978
P0AG67,5,0.39672642946243286,1.6511597828976303,1.4607329842931938,1.2166022236370646,0.09214659685863874
P0AG67,8,0.39672642946243286,1.6572192003468726,1.4607329842931938,1.2195607705868154,0.05759162303664921
P35354,1,0.21796445548534393,1.217964455485344,1.242299794661191,1.0855593179529803,0.24229979466119098
P35354,3,0.21796445548534393,1.2758281245140497,1.2656903765690377,1.1047716082561636,0.08856345885634588
P35354,5,0.21796445548534393,1.2785771408571658,1.2656903765690377,1.1058653231382267,0.05313807531380753
P35354,8,0.21796445548534393,1.2787128368212382,1.2656903765690377,1.113715029529507,0.03321129707112971
P02768,1,0.3901587724685669,1.390158772468567,1.3034188034188035,1.1259744771207856,0.3034188034188034
P02768,3,0.3901587724685669,1.6017741175783307,1.326086956521739,1.1514698040424196,0.10869565217391304
P02768,5,0.3901587724685669,1.6339870238828418,1.326086956521739,1.134780715247946,0.06521739130434782
P02768,8,0.3901587724685669,1.6394275435636827,1.326086956521739,1.1417642481164942,0.04076086956521739
P10591,1,0.24590931832790375,1.2459093183279037,1.3423799582463465,1.188630097263416,0.34237995824634654
P10591,3,0.24590931832790375,1.321251190160143,1.3947939262472886,1.2167037169857018,0.13159797541576285
P10591,5,0.24590931832790375,1.3258072180890483,1.3978260869565218,1.2055246830288016,0.07956521739130434
P10591,8,0.24590931832790375,1.326096099552095,1.3978260869565218,1.2254284605211494,0.049728260869565215
P23246,1,0.09634304791688919,1.0963430479168892,1.018705035971223,0.8792835460775849,0.01870503597122302
P23246,3,0.09634304791688919,1.1065192853203614,1.018705035971223,0.8866578478361331,0.006235011990407674
P23246,5,0.09634304791688919,1.1066137409817427,1.018705035971223,0.8792010270011766,0.0037410071942446045
